title,description,cleaned_text
Python und C++ Entwickler (m/w/x),"Entwicklung, Implementierung und Testung von Produkten und Lösungen - Schreiben von sauberen und wiederverwendbaren Code, der einfach zu pflegen und zu erweitern ist - Agile Arbeitsweise mit gängigen Tools (Jira, Confluence, Azure Cloud)",entwicklung implementierung und testung von produkten und l sungen schreiben von sauberen und wiederverwendbaren code der einfach zu pflegen und zu erweitern ist agile arbeitsweise mit g ngigen tool jira confluence azure cloud
Python and C++ Developer (m/w/x),"Developing, implementing, testing products and solutions - Writing clean and reusable code that is easy to maintain and extend - Agile way of working with common tools (Jira, Confluence, Azure Cloud). Translating customer experiences and product features into functionality on the platforms",developing implementing testing product solution writing clean reusable code easy maintain extend agile way working common tool jira confluence azure cloud translating customer experience product feature functionality platform
"Software Developer Python (m, w, x)","Ihre Aufgaben und Voraussetzungen: Solide Kenntnisse in der Softwareentwicklung, erworben durch: - Hochschulabschluss in Informatik, Ingenieurwesen oder einem verwandten Fach oder- Bootcamp für Softwareentwicklung oder - Autodidaktisch - Arbeitskenntnisse in: Python, TypeScript, Docker (bevorzugt) oder Git",ihre aufgaben und voraussetzungen solide kenntnisse der softwareentwicklung erworben durch hochschulabschluss informatik ingenieurwesen oder einem verwandten fach oder bootcamp f r softwareentwicklung oder autodidaktisch arbeitskenntnisse python typescript docker bevorzugt oder git
Python Developer mit Schwerpunkt Machine Learning (w/m/x),Blicke in die Zukunft des Machine Learnings ? Südliches Graz oder Klagenfurt - Vollzeit € 3.000 - € 5.500 - 30 - 40% Homeoffice … bist du für die Systemarchitektur der Machine Learning Plattform und die Python Anwendungen verantwortlich,blicke die zukunft de machine learning dliches graz oder klagenfurt vollzeit homeoffice bist du f r die systemarchitektur der machine learning plattform und die python anwendungen verantwortlich
Senior Python Engineer (m/w/d),"Entwicklung sowie fortlaufende Betreuung und Erweiterung von komplexen, anspruchsvollen und qualitativen Softwaresystemen im automotive Umfeld * Aufbau der internen Datenstruktur und Architektur im Techstack: Python, Azure, Docker und Github",entwicklung sowie fortlaufende betreuung und erweiterung von komplexen anspruchsvollen und qualitativen softwaresystemen im automotive umfeld aufbau der internen datenstruktur und architektur im techstack python azure docker und github
Python Django Developer,Develop a highly scalable system - Provide technical support to our customers - Communicate requirements and dependencies of the component within the system with other team members and sales team - Optionally: Frontend development with Vue.js … Python,develop highly scalable system provide technical support customer communicate requirement dependency component within system team member sale team optionally frontend development vue j python
Python Developer,Du hast die Möglichkeit on the job in viele verschiedene Themen einzutauchen und durch deine hohe Lernbereitschaft und deine proaktive Arbeitsweise dein Spezialgebiet zu finden. Technologien und Skills - Django … Qualifikationen,du hast die glichkeit job viele verschiedene themen einzutauchen und durch deine hohe lernbereitschaft und deine proaktive arbeitsweise dein spezialgebiet zu finden technologien und skill django qualifikationen
Data Engineer – Python and SQL Specialist (m/f/d),"This includes owning the ingestion, transforming it into actionable insights, storing it, and designing their interfaces. Your Job Description - Design and implement scalable ETL solutions … General strong programming background with experience in Python and SQL",includes owning ingestion transforming actionable insight storing designing interface job description design implement scalable etl solution general strong programming background experience python sql
Python Developer,Du arbeitest mit deinen Teamkolleg*innen gemeinsam an modernen und spannenden Digitalprojekten für unsere Kund*innen. Schnittstellenentwicklung und Anbindungen an die bestehenden Systeme unserer Kund*innen. Code-Reviews werden im Team über Pull Requests gemacht und erfordern auch deinen Einsatz,du arbeitest mit deinen teamkolleg innen gemeinsam modernen und spannenden digitalprojekten f r unsere kund innen schnittstellenentwicklung und anbindungen die bestehenden systeme unserer kund innen code review werden im team ber pull request gemacht und erfordern auch deinen einsatz
Python Developer,Weiterentwicklung bestehender Backend Services und APIs - Sicherstellung einer hohen Skalierbarkeit der Services - Recherche und Evaluierung zukünftiger Technologien - Laufende Optimierung der Entwicklungsprozesse und CD-Pipeline - automate everything you can,weiterentwicklung bestehender backend service und apis sicherstellung einer hohen skalierbarkeit der service recherche und evaluierung zuk nftiger technologien laufende optimierung der entwicklungsprozesse und cd pipeline automate everything
Python-Programmierer (m/d/w),"Aktualisierung, Dokumentation bzw. Neuprogrammierung von ERP und kaufmännischen Apps * Selbständige Betreuung sowie Weiterentwicklung von internen Applikationen * Entwicklung von Geschäftsprozessen und deren Abbildung in Python-basierten Tools",aktualisierung dokumentation bzw neuprogrammierung von erp und kaufm nnischen apps selbst ndige betreuung sowie weiterentwicklung von internen applikationen entwicklung von gesch ftsprozessen und deren abbildung python basierten tool
Python Developer,Erstellen von zuverlässigem und wartbaren serverseitigem Code - Entwerfen und entwickeln neuer Softwarefunktionen - Schnittstellenentwicklung und Anbindung der Software an bestehende Systeme - Schreiben und pflegen automatisierter Unit- und Integrationstests … Django REST framework,erstellen von zuverl ssigem und wartbaren serverseitigem code entwerfen und entwickeln neuer softwarefunktionen schnittstellenentwicklung und anbindung der software bestehende systeme schreiben und pflegen automatisierter unit und integrationstests django rest framework
Team Lead Full Stack Development (m/f/x) Python and React/TypeScript,"Your role at Dynatrace * In the Workflow Automation team, we combine process automation capabilities with answer-driven performance monitoring, allowing our customers to fully automate … will mainly be working in a cloud-native environment with Python and React, while leveraging the whole toolbox of other … ",role dynatrace workflow automation team combine process automation capability answer driven performance monitoring allowing customer fully automate mainly working cloud native environment python react leveraging whole toolbox
Senior Python Developer (m/f/d),"Solide Kenntnisse in der Softwareentwicklung, erworben durch: Hochschulabschluss in Informatik, Ingenieurwesen oder einem verwandten Fach, Bootcamp für … Arbeitskenntnisse in: Python,TypeScript, Docker (bevorzugt) oder Git",solide kenntnisse der softwareentwicklung erworben durch hochschulabschluss informatik ingenieurwesen oder einem verwandten fach bootcamp f r arbeitskenntnisse python typescript docker bevorzugt oder git
Senior Software Entwickler- Python,"Solide Kenntnisse in der Softwareentwicklung, erworben durch: Hochschulabschluss in Informatik, Ingenieurwesen oder einem verwandten Fach, Bootcamp für … Arbeitskenntnisse in: Python,TypeScript, Docker (bevorzugt) oder Git",solide kenntnisse der softwareentwicklung erworben durch hochschulabschluss informatik ingenieurwesen oder einem verwandten fach bootcamp f r arbeitskenntnisse python typescript docker bevorzugt oder git
Stack Django Python Developer,"As a qualified candidate, you will enjoy requisite **independence** when implementing your solutions based on specifications from product management. You will **work in a team** with our C++ developer responsibe for the trading engine, with our front-end developers and our db/sys admin",qualified candidate enjoy requisite independence implementing solution based specification product management work team c developer responsibe trading engine front end developer db sys admin
IT-Lösungsentwickler:in mit Schwerpunkt Python/React,Wien-Leopoldstadt - req13945 - Jetzt bewerben - Wir möchten neue Wege gehen. Und neue Wege schaffen. Heute. Für morgen. Für uns. Werde auch Du Teil des #Team ÖBB … Arbeitest als Fullstack Entwickler mit Python/React und bist Teil des Service-Teams,wien leopoldstadt req jetzt bewerben wir chten neue wege gehen und neue wege schaffen heute f r morgen f r un werde auch du teil de bb arbeitest al fullstack entwickler mit python react und bist teil de service team
SAS/Python Developer for Implementation of Pilar I Methodologies (f/m/d),"The department of Retail Risk Analytics and Methodology (RRAM) and the related IT teams are in the process of transforming into an Adaptive Tribe setup, that … We are looking for an ambitious and service-oriented SAS/Python Developer who feels comfortable with technical challenges as well as with … ",department retail risk analytics methodology rram related team process transforming adaptive tribe setup looking ambitious service oriented sa python developer feel comfortable technical challenge well
Python Developer (M/W/D),"Software-Entwicklung und Projektabwicklung in den Bereichen Condition Monitoring und Predictive Maintenance - Mitarbeit in Projekten - Kommunikation mit KundInnen und LieferantInnen - UNSERE ANFORDERUNG - Abgeschlossene HTL, FH- oder Universitätsstudium in den Bereichen Informatik, Software-Engineering oder … ",software entwicklung und projektabwicklung den bereichen condition monitoring und predictive maintenance mitarbeit projekten kommunikation mit kundinnen und lieferantinnen unsere anforderung abgeschlossene htl fh oder universit tsstudium den bereichen informatik software engineering oder
Python Developer,"Erhebung der Anforderungen von unterschiedlichen Stakeholdern (z. B. Management, Data Science, Backend, Frontend) - Entwicklung von robustem, effizientem und wiederverwendbarem Code (Development) … Fundierte Programmierkenntnisse in Python",erhebung der anforderungen von unterschiedlichen stakeholdern z b management data science backend frontend entwicklung von robustem effizientem und wiederverwendbarem code development fundierte programmierkenntnisse python
Senior Python Backend Developer (m/w/x),Minimum 3 years of experience in software development with Python * Safe handling of the shell on Linux/Unix * git is your best friend * Previous experience with larger software projects * Degree in computer science or extensive work experience,minimum year experience software development python safe handling shell linux unix git best friend previous experience larger software project degree computer science extensive work experience
DevOps Python Engineer,Du baust CI/CD Pipelines mit Gitlab und Jenkins auf. Du agierst als Entwickler an systemnahen Python-Applikationen. Du besitzt Kenntnisse in der Containerisierung von Applikationen und im Betrieb von Docker-Containern. Du zeigst Interesse an der automatisierten Konfiguration unserer Entwicklungs- und … ,du baust ci cd pipeline mit gitlab und jenkins auf du agierst al entwickler systemnahen python applikationen du besitzt kenntnisse der containerisierung von applikationen und im betrieb von docker containern du zeigst interesse der automatisierten konfiguration unserer entwicklungs und
Senior Python Developer,"Collaborate closely with the product owner and other cross-functional teams, share best practise as well as discuss and motivate design solutions - Share what you have learned about crafting outstanding user experiences with your teammates, so we can all grow faster … Python",collaborate closely product owner cross functional team share best practise well discus motivate design solution share learned crafting outstanding user experience teammate grow faster python
Python Entwickler/in,Backend-Entwicklung mit Python & Django - Du hast die Möglichkeit on the job in viele verschiedene Themen einzutauchen und durch deine hohe Lernbereitschaft und deine proaktive Arbeitsweise dein … Erfahrungen mit Python & eventuell mit Django,backend entwicklung mit python django du hast die glichkeit job viele verschiedene themen einzutauchen und durch deine hohe lernbereitschaft und deine proaktive arbeitsweise dein erfahrungen mit python eventuell mit django
Python Developer (m/w/d),Dabei begleitest Du Projekte von der Konzeption über Applikationsarchitektur und -implementierung bis hin zum Release. Ein:e Projektmanager:in steht Dir bei uns immer helfend zur Seite und unterstützt Dich bei Deiner selbstständigen Arbeitsweise. Neben Python und Django liegt Dir auch TypeScript und Angular … ,dabei begleitest du projekte von der konzeption ber applikationsarchitektur und implementierung bi hin zum release ein e projektmanager steht dir bei un immer helfend zur seite und unterst tzt dich bei deiner selbstst ndigen arbeitsweise neben python und django liegt dir auch typescript und angular
Senior Python Developer Big Data,Report insights to clients & stakeholders - Design new product features with data science department based on customer requirements - Perform code reviews and provide tests for new code - Technologien und Skills - Python - SQL - Dask - Plotly,report insight client stakeholder design new product feature data science department based customer requirement perform code review provide test new code technologien und skill python sql dask plotly
Python Web Developer,Entwickeln von serverseitigen Codes und dazugehörigen APIs - Einfache User Interfaces für deine neuen Funktionen bauen - Schreiben von Testcases - DevOps für deine Services betreiben - Technologien und Skills - Git - Python - Docker … Qualifikationen,entwickeln von serverseitigen code und dazugeh rigen apis einfache user interface f r deine neuen funktionen bauen schreiben von testcases devops f r deine service betreiben technologien und skill git python docker qualifikationen
Software Entwickler - Python (m/w/d),"Implementierung von Software Lösungen in Python, im Team nach agilem Vorgehensmodell (SCRUM), bevorzugt in einem der folgenden Themenbereiche: - Datenanalyse und Machine Learning - Systemüberwachung und System Provisioning - IT Security",implementierung von software l sungen python im team nach agilem vorgehensmodell scrum bevorzugt einem der folgenden themenbereiche datenanalyse und machine learning system berwachung und system provisioning security
Python Back End Developer,"Your particular focus is on expanding and optimizing our services, such as our intermodal one-stop shop solution, providing a seamless purchase experience … We expect that you have a high standard for the quality of your work and develop enthusiasm for wegfinder … Python",particular focus expanding optimizing service intermodal one stop shop solution providing seamless purchase experience expect high standard quality work develop enthusiasm wegfinder python
Software Entwickler Python (m/w/d),"Implementierung von Software Lösungen in Python, im Team nach agilem Vorgehensmodell (SCRUM), bevorzugt in einem der folgenden Themenbereiche: Datenanalyse und Machine Learning - Systemüberwachung und System Provisioning - IT Security",implementierung von software l sungen python im team nach agilem vorgehensmodell scrum bevorzugt einem der folgenden themenbereiche datenanalyse und machine learning system berwachung und system provisioning security
Python Engineer - mid level (f/m/d),"Vienna, Austria - Full Time - Why you'll love it here * CORPORATE SOCIAL RESPONSIBILITY PROGRAM * LEADING TRAINING & DEVELOPMENT PROGRAM … We are looking for a motivated Python Engineer to join our Product Engineering Team and be part of our Connect Platform",vienna austria full time love corporate social responsibility program leading training development program looking motivated python engineer join product engineering team part connect platform
"Python-Programmierung (m/d/w), Vollzeit","Aktualisierung, Dokumentation bzw. Neuprogrammierung von ERP und kaufmännischen Apps - Selbständige Betreuung sowie Weiterentwicklung von internen Applikationen - Entwicklung von Geschäftsprozessen und deren Abbildung in Python-basierten Tools",aktualisierung dokumentation bzw neuprogrammierung von erp und kaufm nnischen apps selbst ndige betreuung sowie weiterentwicklung von internen applikationen entwicklung von gesch ftsprozessen und deren abbildung python basierten tool
Backend Developer (Python) (f/m/d),"Implement robust backend APIs and data pipelines * Write performance optimized, scalable, tested code * Develop with innovative technologies and infrastructure (Google Cloud Platform) * Participate with diverse teams in the fields of AI and Photogrammetry … Sound knowledge of Python core modules",implement robust backend apis data pipeline write performance optimized scalable tested code develop innovative technology infrastructure google cloud platform participate diverse team field ai photogrammetry sound knowledge python core module
(Senior) Python Developer,"Erhebung der Anforderungen von unterschiedlichen Stakeholdern (z. B. Management, Data Science, Backend, Frontend) - Entwicklung von robustem, effizientem und wiederverwendbarem Code (Development) … Fundierte Programmierkenntnisse in Python",erhebung der anforderungen von unterschiedlichen stakeholdern z b management data science backend frontend entwicklung von robustem effizientem und wiederverwendbarem code development fundierte programmierkenntnisse python
"Semantische Suche, Web Intelligence und Visual Analytics - Java, Python oder JavaScript Softwareentwickler","Education in computer science or other relevant fields of study, * Strong analytical and problem-solving skills, * Extensive software development experience in Java, Python or JavaScript. EXPERTISE AND TASKS - in one or more of the following areas of specialization",education computer science relevant field study strong analytical problem solving skill extensive software development experience java python javascript expertise task one following area specialization
Python Developer (751),Over 500 employees in 6 subsidiaries work together to ensure state of the art solutions for our clients. We are looking for new colleagues in Qualysoft teams for diverse projects providing continuous learning opportunities … Hands on experience in Python,employee subsidiary work together ensure state art solution client looking new colleague qualysoft team diverse project providing continuous learning opportunity hand experience python
Chapter Lead Python Poland,"Lead, develop and attract a team of talented Python engineers, supporting their personal growth and challenges on assignments - Develop and execute the competence strategy for Python engineers within your team, meeting with chapter members to discuss and drive excellence in areas such as … ",lead develop attract team talented python engineer supporting personal growth challenge assignment develop execute competence strategy python engineer within team meeting chapter member discus drive excellence area
Software Entwickler ERP-Implementierung Python (w/m/d),"Unterstützung von KMUs bei der Optimierung und Digitalisierung ihrer Unternehmensprozesse - Umsetzung von in Implementierungsprojekten definierten Anforderungen an das open Source ERP-System Odoo ( www.odoo.com … mit objektorientierter Programmierung – am besten in den Sprachen Python, C# und TypeScript",unterst tzung von kmus bei der optimierung und digitalisierung ihrer unternehmensprozesse umsetzung von implementierungsprojekten definierten anforderungen da open source erp system odoo www odoo com mit objektorientierter programmierung besten den sprachen python c und typescript
(Senior) Python Developer,"completed adequate university studies (e.g. computer science, computer engineering) - relevant professional experience desirable - profound programming skills in Python - AWS knowledge desirable - structured working style with pleasure in solving complex tasks",completed adequate university study e g computer science computer engineering relevant professional experience desirable profound programming skill python aws knowledge desirable structured working style pleasure solving complex task
Senior Developer – Finance Implementation – Java/Python (f/m/x),"permanent position - Dauer - from € 60.000,- Jahresgehalt … Our client is an international financial services provider, serving companies and private clients in a wide range of industries in many European countries … our customer is currently looking for a Senior Developer – Finance Implementation – Java/Python",permanent position dauer jahresgehalt client international financial service provider serving company private client wide range industry many european country customer currently looking senior developer finance implementation java python
Senior Python Developer,"Save - Share - Wrocław, Poland - Information Technology - Group Digital & IT - Regular - Posted: 02 February 2023 - Expires: 31 March 2023 - ID: 137039BR - Occasional Travel - Volvo Group Digital & IT are looking for Senior Python Developer! Are you up for a new challenge and interested in joining a high-performing, global and … ",save share wroc aw poland information technology group digital regular posted february expires march id br asional travel volvo group digital looking senior python developer new challenge interested joining high performing global
Software Engineer Python,"You are a software professional with the knowledge, innovative power and analytical ability to make an impact in any environment. You are a strong communicator, verbally and in writing … prior experience with Python and its ecosystem",software professional knowledge innovative power analytical ability make impact environment strong communicator verbally writing prior experience python ecosystem
Python Software Engineer,"You are a software professional with the knowledge, innovative power and analytical ability to make an impact in any environment. You are a strong communicator, verbally and in writing in English … prior experience with Python and its ecosystem",software professional knowledge innovative power analytical ability make impact environment strong communicator verbally writing english prior experience python ecosystem
Senior Software Engineer – Python,"Founded in 1999 in Vienna, the Qualysoft Group is a manufacturer-independent IT consulting and services company, which successfully provides support for its … For our team in Belgrade we are onboarding Senior Software Engineer – Python",founded vienna qualysoft group manufacturer independent consulting service company su essfully provides support team belgrade onboarding senior software engineer python
Lead / Senior Python / Java Developer (555),Over 500 employees in 6 subsidiaries work together to ensure state of the art solutions for our clients … We are looking for a Senior Python / Java developer with web experience to work in the Firm Risk Management IT team that supports the Risk Management department … ,employee subsidiary work together ensure state art solution client looking senior python java developer web experience work firm risk management team support risk management department
Senior Python Backend Developer,Minimum 3 years of experience in software development with Python - Safe handling of the shell on Linux/Unix - git is your best friend - Previous experience with larger software projects - Degree in computer science or extensive work experience,minimum year experience software development python safe handling shell linux unix git best friend previous experience larger software project degree computer science extensive work experience
Python Entwickler:in - 80 - 100% (w/m/d),"Software Development · Bern · Vollzeit oder Teilzeit - Wir leben Offenheit und Gleichbehandlung, daher wünschen wir uns ausdrücklich Bewerbungen aus allen Altersgruppen, unabhängig von Geschlecht, Behinderungen … sowie über umfassende Erfahrung in der Softwareentwicklung mit Python, idealweise mit Django",software development bern vollzeit oder teilzeit wir leben offenheit und gleichbehandlung daher w nschen wir un ausdr cklich bewerbungen au allen altersgruppen unabh ngig von geschlecht behinderungen sowie ber umfassende erfahrung der softwareentwicklung mit python idealweise mit django
Backend-Entwickler (Python) (w/m/d),Informatikausbildung oder gleichwertige Erfahrung - Fundierte Kenntnisse der Python-Kernmodule - Erfahrung mit Django und Flask sind ein Plus - Beherrschung der englischen Sprache in Wort und Schrift (Deutsch ist von Vorteil) … Leistungsbezogene Vergütung und attraktive Anreizsysteme,informatikausbildung oder gleichwertige erfahrung fundierte kenntnisse der python kernmodule erfahrung mit django und flask sind ein plus beherrschung der englischen sprache wort und schrift deutsch ist von vorteil leistungsbezogene verg tung und attraktive anreizsysteme
Junior/Senior Python Developer (w/m/x),Schnittstellenentwicklung und Anbindungen an die bestehenden Systeme unserer Kund*innen - Code-Reviews werden im Team über Pull Requests gemacht und erfordern auch deinen Einsatz - Kommunikation mit unseren internen UI/UX Designer*innen sowie dem Infrastruktur Team … Gute Kenntnisse in Python,schnittstellenentwicklung und anbindungen die bestehenden systeme unserer kund innen code review werden im team ber pull request gemacht und erfordern auch deinen einsatz kommunikation mit unseren internen ui ux designer innen sowie dem infrastruktur team gute kenntnisse python
Backend Developer (Python) (f/m/d),"Implement robust backend APIs and data pipelines - Write performance optimized, scalable, tested code - Develop with innovative technologies and infrastructure (Google Cloud Platform) - Participate with diverse teams in the fields of AI and Photogrammetry … Sound knowledge of Python core modules",implement robust backend apis data pipeline write performance optimized scalable tested code develop innovative technology infrastructure google cloud platform participate diverse team field ai photogrammetry sound knowledge python core module
Python Backend Developer (m/f/d),"Definition, improvement and ownership of both internal and customer-facing web APIs - Implementation and maintenance of backend services using Python and FastAPI - Close collaboration with our machine learning engineers for integration of our state-of-the-art computer vision models",definition improvement ownership internal customer facing web apis implementation maintenance backend service using python fastapi close collaboration machine learning engineer integration state art computer vision model
(Senior) Python Backend Developer,Experience in software development with Python and the technologies in our stack - Safe handling of the shell on Linux/Unix - git is your best friend - Previous experience with larger software projects - Degree in computer science or extensive work experience,experience software development python technology stack safe handling shell linux unix git best friend previous experience larger software project degree computer science extensive work experience
Full Stack Python | Javascript Developer,"Entwicklung von Modulen und Services mit leichtgewichtigen agilen Prozessen - Entwicklung von neuen Funktionalitäten inkl. Analyse, Konzeption, Tests - und Deployment - Erweiterung und Optimierung von bestehenden Python Anwendungen",entwicklung von modulen und service mit leichtgewichtigen agilen prozessen entwicklung von neuen funktionalit ten inkl analyse konzeption test und deployment erweiterung und optimierung von bestehenden python anwendungen
Full Stack Python | Javascript Developer,"Entwicklung von Modulen und Services mit leichtgewichtigen agilen Prozessen - Entwicklung von neuen Funktionalitäten inkl. Analyse, Konzeption, Tests - und Deployment - Erweiterung und Optimierung von bestehenden Python Anwendungen",entwicklung von modulen und service mit leichtgewichtigen agilen prozessen entwicklung von neuen funktionalit ten inkl analyse konzeption test und deployment erweiterung und optimierung von bestehenden python anwendungen
"Semantic Search, Web Intelligence and Visual Analytics - Java, Python or JavaScript Software Developers","Education in computer science or other relevant fields of study, ● Strong analytical and problem-solving skills, ● Extensive software development experience in Java, Python or JavaScript. EXPERTISE AND TASKS - in one or more of the following areas of specialization",education computer science relevant field study strong analytical problem solving skill extensive software development experience java python javascript expertise task one following area specialization
"Semantic Search, Web Intelligence and Visual Analytics - Java, Python or JavaScript Software Developers","Education in computer science or other relevant fields of study, ● Strong analytical and problem-solving skills, ● Extensive software development experience in Java, Python or JavaScript. EXPERTISE AND TASKS - in one or more of the following areas of specialization",education computer science relevant field study strong analytical problem solving skill extensive software development experience java python javascript expertise task one following area specialization
"Software-Entwickler C++, Python: Robot Vision & 3D Vision & Planung (m/w/d)","Verantwortlichkeiten, Aufgaben und Stellenbeschreibungen werden gemeinsam ausgearbeitet, um Ihren bisherigen Erfahrungen und Interessen gerecht zu werden … Professionelles SW Engineering, Entwicklung von Algorithmen in C++ und Python",verantwortlichkeiten aufgaben und stellenbeschreibungen werden gemeinsam ausgearbeitet um ihren bisherigen erfahrungen und interessen gerecht zu werden professionelles sw engineering entwicklung von algorithmen c und python
"Software Developper C++, Python: Robot Vision & 3D Vision & Planning (m/f/d)","You should be an European Citizen (or have a permanent working permit) with a Master/Dipl.-Ing./PhD in Computer Science / SW Engineering / Engineering (EE … Professional SW Engineering, Development of Algorithms in C++ and Python",european citizen permanent working permit master dipl ing phd computer science sw engineering engineering ee professional sw engineering development algorithm c python
Python Developer (m/w/x),die Konzeption und Entwicklung von Backend-Services auf Basis von Python und Django - die Weiterentwicklung bestehender Backend Services und APIs - die Sicherstellung einer hohen Skalierbarkeit der Services - die Recherche und Evaluierung zukünftiger Technologien,die konzeption und entwicklung von backend service auf basis von python und django die weiterentwicklung bestehender backend service und apis die sicherstellung einer hohen skalierbarkeit der service die recherche und evaluierung zuk nftiger technologien
Full Stack Python | Javascript Developer,"Vollzeit (4-Tage Woche) - Wartberg ob der Aist - Wer oder was ist NexOpt … Prozessen Entwicklung von neuen Funktionalitäten inkl. Analyse, Konzeption, Tests und Deployment Erweiterung und Optimierung von bestehenden Python Anwendungen",vollzeit tage woche wartberg ob der aist wer oder ist nexopt prozessen entwicklung von neuen funktionalit ten inkl analyse konzeption test und deployment erweiterung und optimierung von bestehenden python anwendungen
Python Backend Developer (m/f/d),"2+ years of experience developing web APIs using Python and Django - experience in developing RESTful web services and integrating them with external systems - familiarity with service-oriented architectures, e.g. microservices - experience in a Scrum development team, ideally in an international, distributed … ",year experience developing web apis using python django experience developing restful web service integrating external system familiarity service oriented architecture e g microservices experience scrum development team ideally international distributed
Full Stack Developer Python Or Angular (m/w) In Vienna,Software Development in Linz - The Company: For our client in Vienna we are looking for Software Developers in the area of Full- Stack Python or Angular. You will be part of a developer team and work closely together on the company internal Software and new features and innovation,software development linz company client vienna looking software developer area full stack python angular part developer team work closely together company internal software new feature innovation
"Semantic Search, Web Intelligence and Visual Analytics – Java, Python or JavaScript Software Developers","Education in computer science or other relevant fields of study, Strong analytical and problem-solving skills, Extensive software development experience in Java, Python, or JavaScript. Expertise and Tasks - in one or more of the following areas of specialization",education computer science relevant field study strong analytical problem solving skill extensive software development experience java python javascript expertise task one following area specialization
Python Backend Developer Senior (m/f/d),"As a member of our development team, you - will work on a new type of 3D measurement - system and take responsibility for the - development of RESTful web APIs, SQL (and - NoSQL) database schemes as well as our … You have extensive experience with Python",member development team work new type measurement system take responsibility development restful web apis sql nosql database scheme well extensive experience python
Full Stack Developer Python Or Angular (m/w) In Linz,Software Development in Linz - The Company: For our client in Linz we are looking for a Software Developer in the area of Fullstack Java and Angular. You will be part of a developer team and work closely together on the company internal Software and new features and innovation … good programming knowledge in … ,software development linz company client linz looking software developer area fullstack java angular part developer team work closely together company internal software new feature innovation good programming knowledge
Software-Entwickler Schwerpunkt C#/Python,Erstellung bzw Erweiterung von Kundenspezifischen Backendlösungen im Embedded Umfeld • Selbständige Auslegung und Umsetzung von SW Komponenten • Enge Zusammenarbeit im Team und Auftraggebern … Ausgezeichnete Kenntnisse in Python/C# oder Java,erstellung bzw erweiterung von kundenspezifischen backendl sungen im embedded umfeld selbst ndige auslegung und umsetzung von sw komponenten enge zusammenarbeit im team und auftraggebern ausgezeichnete kenntnisse python c oder java
Engineer - Künstliche Intelligenz(m/w/d) - Machine Learning,"Definition und Untersuchung vielversprechender und innovativer Anwendungsbereiche für künstliche Intelligenz und maschinelles Lernen für elektrifizierte … Programmierkenntnisse in Python und Kenntnisse in den Frameworks TensorFlow, PyTorch, Keras, Scikit, NumPy, pandas",definition und untersuchung vielversprechender und innovativer anwendungsbereiche f r k nstliche intelligenz und maschinelles lernen f r elektrifizierte programmierkenntnisse python und kenntnisse den framework tensorflow pytorch kera scikit numpy panda
Data Scientist,Entwicklung von Algorithmen und Software für verschiedenste Projekte - Explorative und prädiktive Analysen komplexer Datenmengen - Erklärung und Interpretation der Resultate mittels Datenvisualisierung - Technologien und Skills - Keras,entwicklung von algorithmen und software f r verschiedenste projekte explorative und pr diktive analysen komplexer datenmengen erkl rung und interpretation der resultate mittels datenvisualisierung technologien und skill kera
Senior Computer Vision Engineer,"define and update our preferred technology stack for Computer Vision tasks to enable the development of state-of-the-art solutions. lead and coach your team, share your knowledge, and establish best-practices company-wide … Python",define update preferred technology stack computer vision task enable development state art solution lead coach team share knowledge establish best practice company wide python
Praktikant im Bereich Künstliche Intelligenz & Machine Learning (w/m/x),"Stellenreferenz: AT01877 - Arbeitsort: Steyr - Einsatzdauer: 6 - 9 Monate / Vollzeit / ab Februar 2022 - Werde jetzt Teil unseres InnoLab-Teams im Rahmen eines Praktikums im Bereich Artificial Intelligence (AI) & Machine Learning und sei hautnah mit dabei, wenn … Erfahrung im Umgang mit Python: Tensorflow … ",stellenreferenz arbeitsort steyr einsatzdauer monate vollzeit ab februar werde jetzt teil unseres innolab team im rahmen eines praktikums im bereich artificial intelligence ai machine learning und sei hautnah mit dabei wenn erfahrung im umgang mit python tensorflow
Engineer - Künstliche Intelligenz(m/w/d) - Machine Learning,"Enge Zusammenarbeit und Schnittstellenfunktion zu anderen Abteilungen des Unternehmens sowie mit Partnern in Industrie und Forschung … Programmierkenntnisse in Python und Kenntnisse in den Frameworks TensorFlow, PyTorch, Keras, Scikit, NumPy, pandas",enge zusammenarbeit und schnittstellenfunktion zu anderen abteilungen de unternehmens sowie mit partnern industrie und forschung programmierkenntnisse python und kenntnisse den framework tensorflow pytorch kera scikit numpy panda
Lead Machine Learning Computer Vision Engineer,"Technologien und Skills - Transformers - PyTorch - Keras - OpenCV - Docker - Python - TensorFlow - Kubernetes - Unsere Erwartungen an dich: Erfahrung - You have a Master's and/or Ph.D. degree in Computer Science (or similar), focusing on machine learning",technologien und skill transformer pytorch kera opencv docker python tensorflow kubernetes unsere erwartungen dich erfahrung master ph degree computer science similar focusing machine learning
Senior Data Scientist,"Collect, annotate and preprocess large amounts of medical data coming from a variety of use cases (e.g., hospital, pharma, and insurance) - Support our data science and product teams to continuously improve data and code quality … PyTorch",collect annotate preprocess large amount medical data coming variety use case e g hospital pharma insurance support data science product team continuously improve data code quality pytorch
